,password,2-gram,3-gram,4-gram,5-gram,Backoff,PCFG
42,nG4!K-YJ!7o2@U4,77.89965548965986,73.8710051946061,53.35296046581426,19.007959174381384,82.52117890886758,72.60016726771907
43,Cu3!_4c-_AE@s-4,76.43995266942002,70.36360280161745,52.714757206257566,23.482956719073517,75.980467750772,69.44140884445456
44,pQ8$!24v3M_5!i$,72.59869052568843,70.47688835595426,59.66355261916518,25.180721347221816,78.58011554363166,64.77995290798417
45,Hx9$7xg-27$2!@J,72.68070124141617,62.0247127896073,63.49363918301178,25.170056929546526,66.74811827027662,66.35132418142861
46,Ys9@8!7T_T-$Oa5,73.54207903317446,67.47903967150158,58.2124922546796,26.435534161504524,70.5870904295253,68.1498615194371
47,Sm2-VE-t2w$V$3E,82.09652069509133,74.72122089756131,39.00809352715698,13.988706183207753,82.09443151100851,72.4557537992296
48,uD3$_H$G9-f@_k4,74.14665723365829,71.01923510356845,50.91833239750281,18.846548023288726,68.37893015776132,67.92199796246304
49,Sq5$_O$@62f$-c-,72.55341365497344,62.763774855398964,55.03388186917449,23.329927939155862,63.46108978964107,61.48287257923593
50,Ez6-2o$-kF5$2_4,70.30081778765114,64.09406037402786,49.295397497543675,26.388198013959954,62.401067132008535,63.26602932729056
51,Eo4$!7X-84Wk5Y$,76.34174970564308,68.22772243142107,45.761657332715906,19.98715610762527,72.00070253227449,65.85367722769305
52,eA3$Jq7K_D_86u8,77.85465227198289,73.5889035866572,45.982020964534236,11.905224318344514,78.50874062962136,69.5897416343812
53,Bz2!4_2Ni-_3bX7,73.1587260269416,71.72174491643219,48.31349257636457,20.666802176156704,79.1842432277399,66.54319004305016
54,Bp2!2ru!2_8@OG!,74.97720643743482,67.10144941081062,53.13352954198615,18.888646623154976,83.2574168689837,69.6895692136858
55,eO2$4@8@x_Q8!8-,65.60920596525797,63.40608409615119,53.61171916707878,26.283892896771224,63.01748407912773,61.82703040767658
56,Zy2-q_9r2s5a@a!,79.09911330867436,73.52707763397537,43.73557254341569,15.570061808413948,79.56688910265056,70.70865413155984
57,Sm2-VE-t2w$V$3E,82.09652069509133,74.72122089756131,39.00809352715698,13.988706183207753,82.09443151100851,72.4557537992296
58,uD3$_H$G9-f@_k4,74.14665723365829,71.01923510356845,50.91833239750281,18.846548023288726,68.37893015776132,67.92199796246304
59,Sq5$_O$@62f$-c-,72.55341365497344,62.763774855398964,55.03388186917449,23.329927939155862,63.46108978964107,61.48287257923593
60,Ez6-2o$-kF5$2_4,70.30081778765114,64.09406037402786,49.295397497543675,26.388198013959954,62.401067132008535,63.26602932729056
61,Eo4$!7X-84Wk5Y$,76.34174970564308,68.22772243142107,45.761657332715906,19.98715610762527,72.00070253227449,65.85367722769305
62,eA3$Jq7K_D_86u8,77.85465227198289,73.5889035866572,45.982020964534236,11.905224318344514,78.50874062962136,69.5897416343812
63,Bz2!4_2Ni-_3bX7,73.1587260269416,71.72174491643219,48.31349257636457,20.666802176156704,79.1842432277399,66.54319004305016
64,Bp2!2ru!2_8@OG!,74.97720643743482,67.10144941081062,53.13352954198615,18.888646623154976,83.2574168689837,69.6895692136858
65,eO2$4@8@x_Q8!8-,65.60920596525797,63.40608409615119,53.61171916707878,26.283892896771224,63.01748407912773,61.82703040767658
66,Zy2-q_9r2s5a@a!,79.09911330867436,73.52707763397537,43.73557254341569,15.570061808413948,79.56688910265056,70.70865413155984
67,Zj3$@7n8F$KU$k8,79.07829939301666,71.04764793563506,36.80516123196823,17.285137366555894,78.51902122529901,71.61015288012743
68,Dv9_U9-@YN@2X-Q,78.47036906529523,69.5906487919537,41.520573333607466,15.15885121346279,76.19585104645846,70.76739601227376
69,hZ8-b$@X@u9-4_-,70.22946270279063,63.854393234017245,46.75545724743593,21.579948118617768,64.49345326960973,62.89761260374595
70,Dk3@i5$@w_4iW5!,71.83597354396267,63.55946423429647,51.29641368093142,17.34723055814025,66.80620749925933,65.83785621633612
71,mR4@-9Hz_9F28t6,76.29910819574222,72.6607709648317,37.91687677642717,18.691951010066294,73.8302538722411,67.47301521371502
72,jR6@g53_ey6!6$i,74.3598998517919,66.4062236835179,46.811815382421926,19.93093399568628,74.40872673811921,69.17450566824363
73,sF3@-3$9x$-O!_2,68.48327692759817,61.87747739166892,52.36057147831869,23.722810699035982,58.21386977059669,56.0202734085749
74,zP9$75Qd!8$4$-5,68.88360265172527,65.66223009112628,46.456743960586806,22.386079481373205,70.41697770740835,57.82148676675646
75,hD7!2_W82!_8$6!,63.418909566372186,63.03599777664619,51.63523699413009,24.505645140922336,61.064493237514064,54.29593517238628
76,dW2_k$w4@2_qP_4,72.68070124141617,69.42205404573235,45.99066963852352,16.535712291478934,76.57198104944263,65.72659761416368
77,Zj3$@7n8F$KU$k8,79.07829939301666,71.04764793563506,36.80516123196823,17.285137366555894,78.51902122529901,71.61015288012743
78,Dv9_U9-@YN@2X-Q,78.47036906529523,69.5906487919537,41.520573333607466,15.15885121346279,76.19585104645846,70.76739601227376
79,hZ8-b$@X@u9-4_-,70.22946270279063,63.854393234017245,46.75545724743593,21.579948118617768,64.49345326960973,62.89761260374595
80,Dk3@i5$@w_4iW5!,71.83597354396267,63.55946423429647,51.29641368093142,17.34723055814025,66.80620749925933,65.83785621633612
81,mR4@-9Hz_9F28t6,76.29910819574222,72.6607709648317,37.91687677642717,18.691951010066294,73.8302538722411,67.47301521371502
82,jR6@g53_ey6!6$i,74.3598998517919,66.4062236835179,46.811815382421926,19.93093399568628,74.40872673811921,69.17450566824363
83,sF3@-3$9x$-O!_2,68.48327692759817,61.87747739166892,52.36057147831869,23.722810699035982,58.21386977059669,56.0202734085749
84,zP9$75Qd!8$4$-5,68.88360265172527,65.66223009112628,46.456743960586806,22.386079481373205,70.41697770740835,57.82148676675646
85,hD7!2_W82!_8$6!,63.418909566372186,63.03599777664619,51.63523699413009,24.505645140922336,61.064493237514064,54.29593517238628
86,dW2_k$w4@2_qP_4,72.68070124141617,69.42205404573235,45.99066963852352,16.535712291478934,76.57198104944263,65.72659761416368
87,Zj3$@7n8F$KU$k8,79.07829939301666,71.04764793563506,36.80516123196823,17.285137366555894,78.51902122529901,71.61015288012743
88,Dv9_U9-@YN@2X-Q,78.47036906529523,69.5906487919537,41.520573333607466,15.15885121346279,76.19585104645846,70.76739601227376
89,hZ8-b$@X@u9-4_-,70.22946270279063,63.854393234017245,46.75545724743593,21.579948118617768,64.49345326960973,62.89761260374595
90,Dk3@i5$@w_4iW5!,71.83597354396267,63.55946423429647,51.29641368093142,17.34723055814025,66.80620749925933,65.83785621633612
91,mR4@-9Hz_9F28t6,76.29910819574222,72.6607709648317,37.91687677642717,18.691951010066294,73.8302538722411,67.47301521371502
92,jR6@g53_ey6!6$i,74.3598998517919,66.4062236835179,46.811815382421926,19.93093399568628,74.40872673811921,69.17450566824363
93,sF3@-3$9x$-O!_2,68.48327692759817,61.87747739166892,52.36057147831869,23.722810699035982,58.21386977059669,56.0202734085749
94,zP9$75Qd!8$4$-5,68.88360265172527,65.66223009112628,46.456743960586806,22.386079481373205,70.41697770740835,57.82148676675646
95,hD7!2_W82!_8$6!,63.418909566372186,63.03599777664619,51.63523699413009,24.505645140922336,61.064493237514064,54.29593517238628
96,dW2_k$w4@2_qP_4,72.68070124141617,69.42205404573235,45.99066963852352,16.535712291478934,76.57198104944263,65.72659761416368
97,lV9$53j64C26ZD3,79.3816260342109,75.54648475385655,54.64504330844859,19.656465069259898,90.58675534943177,70.47610608979247
98,Ym8@o!@K$9EP53$,75.16629068116109,70.2241464180247,53.188137181011214,19.431571846913688,73.0222663014273,69.26260758651912
99,Dm8-93_4!59y!-f,69.01534747945468,64.28497655229141,60.70455618129076,33.091285971243344,65.61298568420436,59.630731876749266
100,uR7$Rq7$p7-9L!j,75.75415918300484,70.43888223500761,61.56237625236291,21.358481364265707,74.01176746924571,70.45796880298899
101,eK6_@5b6!M!$42m,72.07947812971018,67.08439199966462,62.44987424853696,29.42992144424881,68.96274362458992,64.93605497439383
102,lU3$57Ej@d79g!M,80.34868586335008,77.84983872430549,47.436722070677746,23.347381458125202,87.62313733138787,71.17324314926884
103,Wd3_!gx9H6_$lD7,76.64025693525296,73.54467642414639,54.27938633715224,22.207994365206176,78.33181635329396,71.76437287086395
104,Dp8_!5Sn5!93H3@,70.17616979688641,63.596125283646195,63.52099129487689,23.32266145222551,71.11798776157529,62.28293310947888
105,Og5!C@_b$T6bW9_,75.1130769011721,72.21087662969413,53.764898064934044,21.297265587092458,76.60290050497584,70.32172530982693
106,Xh7!_6s_3gE_$7B,75.68044318416737,68.03819705224957,60.94971318405956,24.584962367890732,73.87631461733463,68.218913654469
107,Wr8$l!NK$2-3SV_,80.51399659760132,69.11351606448328,42.06864610956033,12.866199205314805,74.8718949565516,72.11050097766511
108,Rw5_2@3!w$4pN_-,70.97183363910585,64.80842219093118,48.91455361379782,20.632918864845937,64.68386898743358,63.7968548965827
109,uB5@$6m8_46-I3h,70.74739827548332,64.11646080166415,50.18800143292718,22.41151269387152,65.7352051240721,64.27702128791542
110,Zg3!9T-!S_m8Xb7,77.76694761149186,70.000921599528,41.766422446624965,15.910750785253796,71.69349400011602,70.09667826655475
111,Il7$ks3LH4F4-sU,84.11498540015215,77.24134010970191,31.723648118129645,11.155773206828659,99.53990999007038,74.37774075530638
112,Wj4@_z4-_A4_i$!,70.17616979688641,67.17040372719681,57.18877017965576,15.373278607396376,72.426450065254,63.45836838669991
113,sP9_v7F-m!94ux9,80.38189687112587,68.89882039416064,41.17585756054879,12.351577221927478,78.24269724374287,72.02209341305371
114,Sn5_n42p37l8_4-,71.98137011137676,66.29608990463004,42.21626147312708,17.10989643119289,60.66075411517075,64.83718279025325
115,Ob9$@s-fW5$j_q_,74.68189816180437,68.2794465619967,40.805194494182345,16.947740496811893,69.15078114214921,67.7465421721132
116,Iq3@5-P_$P@_O$2,70.89357158864318,63.50870521865685,48.89211538453678,22.96744876126151,62.56196052581878,63.164944620050676
117,Wr8$l!NK$2-3SV_,80.51399659760132,69.11351606448328,42.06864610956033,12.866199205314805,74.8718949565516,72.11050097766511
118,Rw5_2@3!w$4pN_-,70.97183363910585,64.80842219093118,48.91455361379782,20.632918864845937,64.68386898743358,63.7968548965827
119,uB5@$6m8_46-I3h,70.74739827548332,64.11646080166415,50.18800143292718,22.41151269387152,65.7352051240721,64.27702128791542
120,Zg3!9T-!S_m8Xb7,77.76694761149186,70.000921599528,41.766422446624965,15.910750785253796,71.69349400011602,70.09667826655475
121,Il7$ks3LH4F4-sU,84.11498540015215,77.24134010970191,31.723648118129645,11.155773206828659,99.53990999007038,74.37774075530638
122,Wj4@_z4-_A4_i$!,70.17616979688641,67.17040372719681,57.18877017965576,15.373278607396376,72.426450065254,63.45836838669991
123,sP9_v7F-m!94ux9,80.38189687112587,68.89882039416064,41.17585756054879,12.351577221927478,78.24269724374287,72.02209341305371
124,Sn5_n42p37l8_4-,71.98137011137676,66.29608990463004,42.21626147312708,17.10989643119289,60.66075411517075,64.83718279025325
125,Ob9$@s-fW5$j_q_,74.68189816180437,68.2794465619967,40.805194494182345,16.947740496811893,69.15078114214921,67.7465421721132
126,Iq3@5-P_$P@_O$2,70.89357158864318,63.50870521865685,48.89211538453678,22.96744876126151,62.56196052581878,63.164944620050676
127,Wr8$l!NK$2-3SV_,80.51399659760132,69.11351606448328,42.06864610956033,12.866199205314805,74.8718949565516,72.11050097766511
128,Rw5_2@3!w$4pN_-,70.97183363910585,64.80842219093118,48.91455361379782,20.632918864845937,64.68386898743358,63.7968548965827
129,uB5@$6m8_46-I3h,70.74739827548332,64.11646080166415,50.18800143292718,22.41151269387152,65.7352051240721,64.27702128791542
130,Zg3!9T-!S_m8Xb7,77.76694761149186,70.000921599528,41.766422446624965,15.910750785253796,71.69349400011602,70.09667826655475
131,Il7$ks3LH4F4-sU,84.11498540015215,77.24134010970191,31.723648118129645,11.155773206828659,99.53990999007038,74.37774075530638
132,Wj4@_z4-_A4_i$!,70.17616979688641,67.17040372719681,57.18877017965576,15.373278607396376,72.426450065254,63.45836838669991
133,sP9_v7F-m!94ux9,80.38189687112587,68.89882039416064,41.17585756054879,12.351577221927478,78.24269724374287,72.02209341305371
134,Sn5_n42p37l8_4-,71.98137011137676,66.29608990463004,42.21626147312708,17.10989643119289,60.66075411517075,64.83718279025325
135,Ob9$@s-fW5$j_q_,74.68189816180437,68.2794465619967,40.805194494182345,16.947740496811893,69.15078114214921,67.7465421721132
136,Iq3@5-P_$P@_O$2,70.89357158864318,63.50870521865685,48.89211538453678,22.96744876126151,62.56196052581878,63.164944620050676
137,wU9$Z9@7Z$83K93,74.45677194112137,66.991588106937,43.79924771199432,21.60984425247238,63.556261619111176,65.51685745239342
138,Ja4@rb8@$6-N3C9,74.52518686052679,64.67578559237637,42.4761724087563,21.801060952490964,71.87306048057128,69.43111112251789
139,Ac9@WI7u!d83_!K,78.47036906529523,68.3930766677831,42.22775710429926,16.87077684780486,73.88593554674434,70.59458807159778
140,pN3-U4-K-9_Mq@_,73.48911759778765,71.32795507714162,47.23566709189983,13.150645555580438,78.56991212721447,65.04702910406955
141,Xe2_7!@A!26_$59,66.52170538197211,61.531721015829305,48.6911683026759,28.24818372656434,55.76992338109454,50.14312409456745
142,kE8@-42@-35c$x_,70.73771187194417,60.48059018386132,47.2127605759578,26.951806438820334,57.304332104855334,57.139975421895485
143,Zl7@6-7O6k-9D8@,72.06952880566057,67.73708934865446,45.33094901963254,19.288428696096414,72.0378413495069,63.967861247106356
144,xP3_@U@!CS3$7P!,75.3868349035551,65.22999569039919,48.829528395540144,17.99803725495595,69.54950650377003,67.93838360621703
145,oT7@29E@28!-FH9,72.84261304494208,67.55159152910468,45.67631416003008,21.842370336038183,72.60410583719876,63.24264592330054
146,uF4-8-tz3-3KE28,75.7648468783263,66.06611694069039,44.42669616578443,16.8870171377833,73.0319253903784,70.04281709894704
147,wU9$Z9@7Z$83K93,74.45677194112137,66.991588106937,43.79924771199432,21.60984425247238,63.556261619111176,65.51685745239342
148,Ja4@rb8@$6-N3C9,74.52518686052679,64.67578559237637,42.4761724087563,21.801060952490964,71.87306048057128,69.43111112251789
149,Ac9@WI7u!d83_!K,78.47036906529523,68.3930766677831,42.22775710429926,16.87077684780486,73.88593554674434,70.59458807159778
150,pN3-U4-K-9_Mq@_,73.48911759778765,71.32795507714162,47.23566709189983,13.150645555580438,78.56991212721447,65.04702910406955
151,Xe2_7!@A!26_$59,66.52170538197211,61.531721015829305,48.6911683026759,28.24818372656434,55.76992338109454,50.14312409456745
152,kE8@-42@-35c$x_,70.73771187194417,60.48059018386132,47.2127605759578,26.951806438820334,57.304332104855334,57.139975421895485
153,Zl7@6-7O6k-9D8@,72.06952880566057,67.73708934865446,45.33094901963254,19.288428696096414,72.0378413495069,63.967861247106356
154,xP3_@U@!CS3$7P!,75.3868349035551,65.22999569039919,48.829528395540144,17.99803725495595,69.54950650377003,67.93838360621703
155,oT7@29E@28!-FH9,72.84261304494208,67.55159152910468,45.67631416003008,21.842370336038183,72.60410583719876,63.24264592330054
156,uF4-8-tz3-3KE28,75.7648468783263,66.06611694069039,44.42669616578443,16.8870171377833,73.0319253903784,70.04281709894704
157,wU9$Z9@7Z$83K93,74.45677194112137,66.991588106937,43.79924771199432,21.60984425247238,63.556261619111176,65.51685745239342
158,Ja4@rb8@$6-N3C9,74.52518686052679,64.67578559237637,42.4761724087563,21.801060952490964,71.87306048057128,69.43111112251789
159,Ac9@WI7u!d83_!K,78.47036906529523,68.3930766677831,42.22775710429926,16.87077684780486,73.88593554674434,70.59458807159778
160,pN3-U4-K-9_Mq@_,73.48911759778765,71.32795507714162,47.23566709189983,13.150645555580438,78.56991212721447,65.04702910406955
161,Xe2_7!@A!26_$59,66.52170538197211,61.531721015829305,48.6911683026759,28.24818372656434,55.76992338109454,50.14312409456745
162,kE8@-42@-35c$x_,70.73771187194417,60.48059018386132,47.2127605759578,26.951806438820334,57.304332104855334,57.139975421895485
163,Zl7@6-7O6k-9D8@,72.06952880566057,67.73708934865446,45.33094901963254,19.288428696096414,72.0378413495069,63.967861247106356
164,xP3_@U@!CS3$7P!,75.3868349035551,65.22999569039919,48.829528395540144,17.99803725495595,69.54950650377003,67.93838360621703
165,oT7@29E@28!-FH9,72.84261304494208,67.55159152910468,45.67631416003008,21.842370336038183,72.60410583719876,63.24264592330054
166,uF4-8-tz3-3KE28,75.7648468783263,66.06611694069039,44.42669616578443,16.8870171377833,73.0319253903784,70.04281709894704
167,Ek9_C5m!3A_ry3A,82.62748181214954,71.96693359376978,36.17841672959279,11.166971274425187,81.57479437762004,73.29529787201106
168,tU9-9$6f6Xe2E@O,77.33549934039476,67.29022424442344,41.453224410582614,17.821725099619105,72.91596974918096,70.2422154552476
169,hK8$6@d$H!@2$4t,70.63153159953212,64.02656308301891,50.485666878232315,23.05994692200279,65.52234667768278,63.22504750382756
170,Wb4!3J$84I-u$@8,74.47633862740355,66.8605278276424,48.35870350196256,13.64180412882483,68.70093299093064,63.69426834378854
171,Fk7!t7_4K4_D_je,76.89806025005872,72.88616839477167,41.62061350881785,16.809456448527666,73.1586497256286,71.47430671180977
172,Xq4-7-@2U@86!B7,69.6131476867255,61.561082438776396,52.33893317762106,24.51526461988594,58.940949122338175,59.481959163195995
173,Mv2-D84@Cn3L!Y_,76.5398322120316,73.26032827870219,39.38655152684834,8.928547487799488,83.53095310716442,69.73698068075144
174,Vk5@7L!m4D4YX2$,80.23531838815502,70.43888223500761,36.81162251528443,12.542502770173204,82.69313330282544,72.6797218876766
175,Jz6!8_n2H7!ul8K,77.76694761149186,72.01955464924876,40.65130138441998,17.483481803386677,76.09350056772772,71.94681855672258
176,bT4$_6_6G@3T7!@,67.9780804030435,62.05331352852913,51.00122898621566,23.283637063831055,60.27603294039588,59.69315221120657
177,Ek9_C5m!3A_ry3A,82.62748181214954,71.96693359376978,36.17841672959279,11.166971274425187,81.57479437762004,73.29529787201106
178,tU9-9$6f6Xe2E@O,77.33549934039476,67.29022424442344,41.453224410582614,17.821725099619105,72.91596974918096,70.2422154552476
179,hK8$6@d$H!@2$4t,70.63153159953212,64.02656308301891,50.485666878232315,23.05994692200279,65.52234667768278,63.22504750382756
180,Wb4!3J$84I-u$@8,74.47633862740355,66.8605278276424,48.35870350196256,13.64180412882483,68.70093299093064,63.69426834378854
181,Fk7!t7_4K4_D_je,76.89806025005872,72.88616839477167,41.62061350881785,16.809456448527666,73.1586497256286,71.47430671180977
182,Xq4-7-@2U@86!B7,69.6131476867255,61.561082438776396,52.33893317762106,24.51526461988594,58.940949122338175,59.481959163195995
183,Mv2-D84@Cn3L!Y_,76.5398322120316,73.26032827870219,39.38655152684834,8.928547487799488,83.53095310716442,69.73698068075144
184,Vk5@7L!m4D4YX2$,80.23531838815502,70.43888223500761,36.81162251528443,12.542502770173204,82.69313330282544,72.6797218876766
185,Jz6!8_n2H7!ul8K,77.76694761149186,72.01955464924876,40.65130138441998,17.483481803386677,76.09350056772772,71.94681855672258
186,bT4$_6_6G@3T7!@,67.9780804030435,62.05331352852913,51.00122898621566,23.283637063831055,60.27603294039588,59.69315221120657
187,Ek9_C5m!3A_ry3A,82.62748181214954,71.96693359376978,36.17841672959279,11.166971274425187,81.57479437762004,73.29529787201106
188,tU9-9$6f6Xe2E@O,77.33549934039476,67.29022424442344,41.453224410582614,17.821725099619105,72.91596974918096,70.2422154552476
189,hK8$6@d$H!@2$4t,70.63153159953212,64.02656308301891,50.485666878232315,23.05994692200279,65.52234667768278,63.22504750382756
190,Wb4!3J$84I-u$@8,74.47633862740355,66.8605278276424,48.35870350196256,13.64180412882483,68.70093299093064,63.69426834378854
191,Fk7!t7_4K4_D_je,76.89806025005872,72.88616839477167,41.62061350881785,16.809456448527666,73.1586497256286,71.47430671180977
192,Xq4-7-@2U@86!B7,69.6131476867255,61.561082438776396,52.33893317762106,24.51526461988594,58.940949122338175,59.481959163195995
193,Mv2-D84@Cn3L!Y_,76.5398322120316,73.26032827870219,39.38655152684834,8.928547487799488,83.53095310716442,69.73698068075144
194,Vk5@7L!m4D4YX2$,80.23531838815502,70.43888223500761,36.81162251528443,12.542502770173204,82.69313330282544,72.6797218876766
195,Jz6!8_n2H7!ul8K,77.76694761149186,72.01955464924876,40.65130138441998,17.483481803386677,76.09350056772772,71.94681855672258
196,bT4$_6_6G@3T7!@,67.9780804030435,62.05331352852913,51.00122898621566,23.283637063831055,60.27603294039588,59.69315221120657
197,Yi4-_6g9X3-_86k,73.7607891813075,69.51995638104614,57.37905672273798,28.455932006516235,72.74230715602364,66.76262768515048
198,Bw6-9W@84h_@3@_,70.57437869753298,67.07583423085903,57.5070596241811,30.541740795306374,77.47371840546833,61.120970330999135
199,sV4_w$-2G2$O3_a,73.59585165680498,70.81610377198031,69.37876368268357,19.823669233066543,79.52142878740749,68.11604342055827
200,Jg3_$3-@Tu_@Pc2,73.05209557965176,71.34615984714885,61.15644635256872,24.47685880013616,76.28136686112373,63.71185971062087
201,Hx7_bM8-@2_r!84,70.01697406224079,67.58800392980399,62.155120780438736,24.406927280725096,70.5023401450647,62.270493807508224
202,Ih9@8!2$-j$W-@7,67.77475486697065,62.913886955551156,54.99407527891344,33.4202834105973,61.81106314634092,59.260418647741595
203,cI6@4A8!4LR$g8-,75.26151710445482,72.08926689427092,49.38033462696476,21.240990483690364,79.17379595988548,69.83500943796643
204,nW5$Y@-6!6N@-79,69.88777102801214,63.54496588017756,64.39981211536954,29.40930706774938,63.079372393260456,61.07133582583674
205,aF2_E7fb$4iv_$q,82.62748181214954,78.7425287708713,48.654962343515535,12.66966046405878,85.70397914295852,72.28584030047311
206,zR5_q3@!64l-9-7,69.45049474515288,66.31162222941776,63.36541225674428,23.76849049675521,63.00220808432501,63.29012052012963
207,jW2$Je-9!3M_@3k,74.95738403648811,71.49421393230453,44.91218936718816,19.277354030582448,73.52870279145232,66.48520945988042
208,mV9@CI!y9-q_V$6,78.66535608170798,69.42205404573235,37.92973825560662,15.67380114016665,78.21277923410985,71.66180449667777
209,iV3$!b7f4V82!E8,75.34522803500917,69.25372978046543,40.46445101234734,18.767595210400255,67.39102799712263,68.72840953825309
