,password,5-gram,6-gram,7-gram,Backoff,PCFG
42,KmIeQI3PtxvC4T_,23.3187604061136,18.8675914451886,18.929275675156934,88.42000603925284,56.64158131045541
43,Jl!x8KcmQqv598T,26.00144512940129,18.672780959981075,18.929275675156934,88.42000603925284,68.96865281039545
44,n67CI5J3@H5i_sX,24.626966287844176,18.672780959981075,18.929275675156934,88.42000603925284,80.46980800229156
45,x$@KOshpf9Wayxl,19.372346883155835,17.519567124547116,17.603901391767927,88.42000603925284,56.64158131045541
46,wA-jHeNXXPwv3!v,24.4367794276886,18.672780959981075,18.929275675156934,85.15719511863652,48.4870420019377
47,dRGYD@4zgsDkJf!,23.855310239007505,18.672780959981075,18.929275675156934,86.73938289040335,49.96562741836767
48,ZKL45_4JAVdbh4a,22.93970796291913,18.672780959981075,18.929275675156934,88.42000603925284,69.0714621276139
49,lOH4@CgE8nfAcc_,18.43768575571217,18.672780959981075,18.929275675156934,88.42000603925284,71.97006591796354
50,r2Dy9-ucuAfuHiu,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,48.4870420019377
51,L$5JW52HSwpvYp6,20.515710554236072,18.672780959981075,18.929275675156934,88.42000603925284,62.121912910904264
52,sGm$NVl8VK73Lpr,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,83.03342785087692
53,kdY3pI2iWC!sspA,18.43768575571217,18.672780959981075,18.929275675156934,88.42000603925284,81.33259249419444
54,A3lWu-tsXpnJRpE,21.2993509958111,18.672780959981075,18.929275675156934,88.42000603925284,48.935406557860354
55,YGgkfN7f5I_Wuvj,21.737568794119383,18.672780959981075,18.929275675156934,88.42000603925284,64.33327227874203
56,zCN3ijG4XCq2MR$,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,84.17252572695635
57,fwsbmvxB_5$$jKQ,21.737568794119383,18.672780959981075,18.929275675156934,88.42000603925284,53.587031766190805
58,unWJ8zl6XKa@ouM,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,80.00904342307356
59,m5NWUfhxDsJ3S-a,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,47.80210300553389
60,xIDOT5@S93cMkHh,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,62.70640774405387
61,vMuC@cpbUW42aiz,20.515710554236072,18.672780959981075,18.929275675156934,88.42000603925284,71.97006591796354
62,ll$o7AoBManN7LY,22.523408377994006,17.519567124547116,17.603901391767927,88.42000603925284,60.951895838773794
63,ODhnm5utdLeybo!,21.19720694226458,18.672780959981075,18.929275675156934,88.42000603925284,44.331106880314586
64,uCeIBGDv2W29u-m,20.75704108011137,18.788817075578287,19.080062738218757,88.42000603925284,55.21930623257562
65,Kx4$Da7wgCHdrBx,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,55.21930623257562
66,OPrMic$PY-jOp7e,20.96952510584913,17.519567124547116,17.603901391767927,88.42000603925284,68.43096736572627
67,xMmfYJ5NLUQ-EHN,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,63.5760759015903
68,n9LeWR-ZySDLPvd,23.3187604061136,18.672780959981075,18.929275675156934,86.73938289040335,51.046275516408244
69,g-wID2UeRyN5Vx3,22.85666828975587,18.672780959981075,18.929275675156934,88.42000603925284,74.66829551660986
70,N9lVMlIUyW$YppF,24.89429310136781,18.672780959981075,18.929275675156934,88.42000603925284,50.81385824097254
71,WZJsFr$NOo6q_Pi,22.6070842352984,18.788817075578287,19.080062738218757,88.42000603925284,69.0714621276139
72,BgT$5TXwen6DWGr,21.994535863657635,18.672780959981075,18.929275675156934,88.42000603925284,71.97006591796354
73,TOX-NjoE2WVH8RN,22.93970796291913,18.672780959981075,18.929275675156934,88.42000603925284,82.6899530802438
74,bUW77QF85F-RxGW,19.200427362817717,17.184742968996904,17.00696126652203,88.42000603925284,78.84102449951762
75,ZV6OUXN-_mw8hEJ,19.922693368361617,17.184742968996904,17.00696126652203,88.42000603925284,79.0535359922049
76,TUhUA_hUt2wY-va,20.554152507486247,17.184742968996904,17.00696126652203,88.42000603925284,72.38873896439098
77,OysoID!Mmp$w3w9,20.198079094582365,17.300981045504738,17.08686160597813,88.42000603925284,68.8591571353816
78,ozLvE4Q9A-ERCEr,15.169868798408897,17.184742968996904,17.00696126652203,88.42000603925284,61.93531605784102
79,oBU6aw$HJzHNSVa,19.99906251516942,17.35719971186158,17.00696126652203,88.42000603925284,53.587031766190805
80,DpAKY$kpow8Yg8f,20.838195573385853,17.184742968996904,17.00696126652203,88.42000603925284,68.8591571353816
81,TM9YhRPU_jTY$nh,21.09785708664137,17.300981045504738,17.08686160597813,88.42000603925284,71.97006591796354
82,EpC3@-OSsd39ZsK,16.81953700435242,17.184742968996904,17.00696126652203,88.42000603925284,78.37117932796407
83,l95dL@7QaXTSH7X,21.680766001423393,17.184742968996904,17.00696126652203,88.42000603925284,67.08701031419882
84,bUW77QF85F-RxGW,19.200427362817717,17.184742968996904,17.00696126652203,88.42000603925284,78.84102449951762
85,ZV6OUXN-_mw8hEJ,19.922693368361617,17.184742968996904,17.00696126652203,88.42000603925284,79.0535359922049
86,TUhUA_hUt2wY-va,20.554152507486247,17.184742968996904,17.00696126652203,88.42000603925284,72.38873896439098
87,OysoID!Mmp$w3w9,20.198079094582365,17.300981045504738,17.08686160597813,88.42000603925284,68.8591571353816
88,ozLvE4Q9A-ERCEr,15.169868798408897,17.184742968996904,17.00696126652203,88.42000603925284,61.93531605784102
89,oBU6aw$HJzHNSVa,19.99906251516942,17.35719971186158,17.00696126652203,88.42000603925284,53.587031766190805
90,DpAKY$kpow8Yg8f,20.838195573385853,17.184742968996904,17.00696126652203,88.42000603925284,68.8591571353816
91,TM9YhRPU_jTY$nh,21.09785708664137,17.300981045504738,17.08686160597813,88.42000603925284,71.97006591796354
92,EpC3@-OSsd39ZsK,16.81953700435242,17.184742968996904,17.00696126652203,88.42000603925284,78.37117932796407
93,l95dL@7QaXTSH7X,21.680766001423393,17.184742968996904,17.00696126652203,88.42000603925284,67.08701031419882
94,QCS4whJfJ-s!s2F,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,75.3684480229037
95,YMv9wS$ZZwWEKR6,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,62.121912910904264
96,Os$7F4Z2cG_UEQ6,26.764156342408473,18.672780959981075,18.929275675156934,88.42000603925284,82.6899530802438
97,V94mw!WTi3xBnnK,23.504793042480518,17.519567124547116,17.603901391767927,86.73938289040335,72.38873896439098
98,L9h4bN_STiXUNa3,21.19720694226458,18.672780959981075,18.929275675156934,88.42000603925284,61.38431038075172
99,Y-EeIoqD9-KW@bx,20.515710554236072,18.672780959981075,18.929275675156934,88.42000603925284,69.72543539807427
100,Dn7HO6wcK!gsvYd,21.01107791650327,18.983460332631815,18.929275675156934,88.42000603925284,75.58490211252844
101,EgHnvgeV4BMD@yR,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,52.81269553296349
102,mSDDwhU3QjEd$tZ,19.99906251516942,17.519567124547116,17.603901391767927,88.42000603925284,57.67114394364122
103,CM6-qORcCjhMC@s,21.01107791650327,18.672780959981075,18.929275675156934,88.42000603925284,48.4870420019377
104,LXhZXFVSSxpbb_6,22.523408377994006,18.672780959981075,18.929275675156934,88.42000603925284,18.544099724515053
105,LUg$z-p8_MqFIqI,22.93970796291913,18.672780959981075,18.929275675156934,88.42000603925284,70.84717175593566
106,XZQR9VayM!ollMO,23.855310239007505,17.519567124547116,17.603901391767927,88.42000603925284,65.1535644714117
107,nzKcqxhp$R6ik@B,26.00144512940129,18.672780959981075,18.929275675156934,88.42000603925284,54.88745157354397
108,H!IsX24eYcsVkh@,21.2993509958111,18.788817075578287,19.080062738218757,88.42000603925284,60.951895838773794
109,y9YduZWR!-X2TYR,23.3187604061136,17.519567124547116,17.603901391767927,86.73938289040335,66.9095409093873
110,tf!5mrJU2D-jtAH,24.4367794276886,18.672780959981075,18.929275675156934,85.15719511863652,76.2995339261593
111,JK8xmIc@SILG8kr,20.117935805846074,18.672780959981075,18.929275675156934,88.42000603925284,75.58490211252844
112,neR$YOS!QGbV2aB,21.621634738401116,18.788817075578287,19.080062738218757,88.42000603925284,81.33259249419444
113,aM5!WVUB-CFm$6b,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,80.46980800229156
114,OwRMt!XAGt6JHlc,18.265247288172752,17.519567124547116,17.603901391767927,88.42000603925284,65.40654164149483
115,xJZd2LXbOwT@mX2,18.43768575571217,18.672780959981075,18.929275675156934,88.42000603925284,63.16699817429382
116,vB84UTTo_LAjBPf,21.01107791650327,18.8675914451886,18.929275675156934,88.42000603925284,63.16699817429382
117,C_vi3l4CWdYdd9s,24.626966287844176,18.672780959981075,18.929275675156934,86.73938289040335,69.0714621276139
118,db35!D8Rk2b3JHe,24.626966287844176,18.672780959981075,18.929275675156934,88.42000603925284,83.03342785087692
119,xTpa_CQj8v2q8YX,23.3187604061136,18.983460332631815,18.929275675156934,88.42000603925284,79.0535359922049
120,qQBXA5dhue--g_L,22.93970796291913,17.519567124547116,17.603901391767927,86.73938289040335,69.0714621276139
121,ExB3e@ICqp7cATt,22.93970796291913,17.519567124547116,17.603901391767927,88.42000603925284,74.66829551660986
122,G7jyD@2dj5!TNmF,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,80.46980800229156
123,RByV9UJ@CyGIF4B,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,70.84717175593566
124,AdaO_sSuM-Ai-J9,19.99906251516942,17.519567124547116,17.603901391767927,88.42000603925284,76.2995339261593
125,V-es_lZ7qtGvPWp,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,62.70640774405387
126,BSB-GlTVKi2Sm9j,20.117935805846074,18.672780959981075,18.929275675156934,88.42000603925284,69.86657399585194
127,p$fZ8YioVllw7LX,24.89429310136781,18.672780959981075,18.929275675156934,86.73938289040335,62.121912910904264
128,lfuFQs4@wt7qHLn,23.3187604061136,18.672780959981075,18.929275675156934,86.73938289040335,63.16699817429382
129,IgOpYDh-N7WPL4_,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,61.93531605784102
130,G_2fIZNe56Ci4ad,22.93970796291913,18.788817075578287,19.080062738218757,88.42000603925284,73.00059222476044
131,kRv@gKHvtJ79Z_Q,23.3187604061136,18.788817075578287,19.080062738218757,88.42000603925284,69.33354325034513
132,cU8dK9KaRs$-ULf,21.510128160676167,17.519567124547116,17.603901391767927,88.42000603925284,78.37117932796407
133,fwHJGi!m46To_l-,23.3187604061136,17.519567124547116,17.603901391767927,88.42000603925284,66.5079372807414
134,Qf@WB5Tgp-TXTpn,23.504793042480518,18.672780959981075,18.929275675156934,88.42000603925284,74.66829551660986
135,kDLaHVdRrcRu@F6,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,25.695121873819325
136,zRx-yTCWF9XJf!t,20.117935805846074,18.672780959981075,18.929275675156934,88.42000603925284,74.15322580477438
137,cURB!GmaO6PW@G9,24.05460519512822,17.519567124547116,17.603901391767927,88.42000603925284,75.3684480229037
138,O6Ja$LceHglPCWk,24.05460519512822,17.519567124547116,17.603901391767927,88.42000603925284,41.4178152973594
139,CkicDkRdd$tpX7F,24.626966287844176,18.788817075578287,19.080062738218757,88.42000603925284,46.28533839052667
140,UC_AU5JS7RFlIMD,20.96952510584913,18.805969474771018,17.603901391767927,88.42000603925284,69.0714621276139
141,yuqSGSjyrCq-Y2U,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,32.75058263755636
142,vF__i6JJQxGLJkL,22.448824153020468,18.788817075578287,19.080062738218757,88.42000603925284,48.4870420019377
143,xgy6LOQkyDDH_IX,23.673168366957622,18.672780959981075,18.929275675156934,88.42000603925284,53.587031766190805
144,vBxVvV6m9@mOZVf,16.81953700435242,18.672780959981075,18.929275675156934,88.42000603925284,56.64158131045541
145,STFx2$YaaFRYKMR,26.00144512940129,18.672780959981075,18.929275675156934,88.42000603925284,44.0029744431824
146,GTWJl842e$VyZIk,21.01107791650327,18.672780959981075,18.929275675156934,88.42000603925284,64.66951346866738
147,IUC_LybdmU93@YD,25.222775408719027,18.672780959981075,18.929275675156934,88.42000603925284,69.5932651331343
148,w4kPOk$z6oIdBw!,22.93970796291913,18.672780959981075,18.929275675156934,88.42000603925284,70.84717175593566
149,nxYANr@!Z9XhmO@,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,63.16699817429382
150,rdU5io9gvc!jeUF,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,80.46980800229156
151,q!jstq82JpYV8Du,22.93970796291913,18.788817075578287,19.080062738218757,88.42000603925284,75.3684480229037
152,kFSmx_vv6cnjot2,23.3187604061136,18.788817075578287,19.080062738218757,88.42000603925284,63.915766089674214
153,Fx2a@nUYRwQyL39,21.510128160676167,17.519567124547116,17.603901391767927,88.42000603925284,54.53414406760913
154,RWhlPCPlmwPR@d7,22.687919828459034,18.672780959981075,18.929275675156934,88.42000603925284,25.695121873819325
155,wVb_!y6R8UtQrlE,20.595714833140622,18.672780959981075,18.929275675156934,88.42000603925284,69.86657399585194
156,O7x9yg@nN8bxVz2,23.3187604061136,17.519567124547116,17.603901391767927,88.42000603925284,80.46980800229156
157,VW3B9ckrN@OIVlx,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,70.18352110000065
158,kGfOwUjfC$r2PQ_,21.737568794119383,18.672780959981075,18.929275675156934,88.42000603925284,46.84680279738679
159,jj8MTA$!e2wpxZu,24.626966287844176,18.788817075578287,19.080062738218757,86.73938289040335,71.97006591796354
160,FoNfR3a_@6kiMqT,21.994535863657635,18.672780959981075,18.929275675156934,88.42000603925284,64.33327227874203
161,DSduIhQ8-69DYQp,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,56.64158131045541
162,AT24_9biNp$J5OQ,21.994535863657635,18.672780959981075,18.929275675156934,88.42000603925284,78.60970804592068
163,mwhjpC8pjAO2Y_A,22.687919828459034,18.672780959981075,18.929275675156934,88.42000603925284,63.5760759015903
164,hqdeQE$YfAG7S6H,18.83080100501295,17.184742968996904,17.00696126652203,88.42000603925284,61.38431038075172
165,h!CrOh5lYZwf7H9,20.554152507486247,17.184742968996904,17.00696126652203,88.42000603925284,67.80683432121822
166,vzxk!Bd_!c9AaFq,21.01107791650327,17.184742968996904,17.00696126652203,88.42000603925284,74.66829551660986
167,CCaFtbc2amG_giZ,19.81628431805731,17.184742968996904,17.00696126652203,88.42000603925284,61.58072454413786
168,oeB4OKRC@6x_Tew,23.3187604061136,17.184742968996904,17.00696126652203,88.42000603925284,78.37117932796407
169,HZWp@nIS49I2tAG,19.99906251516942,17.184742968996904,17.00696126652203,88.42000603925284,77.38026712627273
170,O69oS@2BRKe-QCl,22.93970796291913,16.44116639971823,16.17924772746482,80.98873479629513,77.38026712627273
171,S!FcMZKqUTZJT9P,17.281787385058507,17.184742968996904,17.00696126652203,88.42000603925284,32.75058263755636
172,Z2C35BpvsD-U6Al,16.81953700435242,17.184742968996904,17.00696126652203,88.42000603925284,72.79263997552893
173,aNMQ3-lPBF4eI3!,21.737568794119383,17.184742968996904,17.00696126652203,88.42000603925284,71.29721225719499
174,hqdeQE$YfAG7S6H,18.83080100501295,17.184742968996904,17.00696126652203,88.42000603925284,61.38431038075172
175,h!CrOh5lYZwf7H9,20.554152507486247,17.184742968996904,17.00696126652203,88.42000603925284,67.80683432121822
176,vzxk!Bd_!c9AaFq,21.01107791650327,17.184742968996904,17.00696126652203,88.42000603925284,74.66829551660986
177,CCaFtbc2amG_giZ,19.81628431805731,17.184742968996904,17.00696126652203,88.42000603925284,61.58072454413786
178,oeB4OKRC@6x_Tew,23.3187604061136,17.184742968996904,17.00696126652203,88.42000603925284,78.37117932796407
179,HZWp@nIS49I2tAG,19.99906251516942,17.184742968996904,17.00696126652203,88.42000603925284,77.38026712627273
180,O69oS@2BRKe-QCl,22.93970796291913,16.44116639971823,16.17924772746482,80.98873479629513,77.38026712627273
181,S!FcMZKqUTZJT9P,17.281787385058507,17.184742968996904,17.00696126652203,88.42000603925284,32.75058263755636
182,Z2C35BpvsD-U6Al,16.81953700435242,17.184742968996904,17.00696126652203,88.42000603925284,72.79263997552893
183,aNMQ3-lPBF4eI3!,21.737568794119383,17.184742968996904,17.00696126652203,88.42000603925284,71.29721225719499
184,YGwBsPWM5R7_i-N,22.448824153020468,17.519567124547116,17.603901391767927,86.73938289040335,54.07599957763512
185,UkiUnbfiM@Qc68!,25.587127366650957,18.672780959981075,18.929275675156934,88.42000603925284,48.4870420019377
186,EpgQ_VHLI2gBv!Y,26.764156342408473,18.672780959981075,18.929275675156934,88.42000603925284,74.84574247698339
187,pwy!tFk3n!cXKof,18.43768575571217,18.672780959981075,18.929275675156934,88.42000603925284,74.15322580477438
188,oIICbP!XWM$2$s7,24.626966287844176,18.672780959981075,18.929275675156934,88.42000603925284,69.0714621276139
189,Wg7LeNxg4@OMohP,22.6070842352984,18.8675914451886,18.929275675156934,88.42000603925284,63.16699817429382
190,AAeOM2ae@rWhh3m,20.96952510584913,17.519567124547116,17.603901391767927,88.42000603925284,70.33813863409631
191,B8ZtF76$KTrugYh,22.687919828459034,17.519567124547116,17.603901391767927,88.42000603925284,62.70640774405387
192,O@R8HSvJIEfueP8,23.855310239007505,18.672780959981075,18.929275675156934,88.42000603925284,41.76357970213805
193,TgQCEMZ!6OvboBj,20.515710554236072,18.672780959981075,18.929275675156934,88.42000603925284,44.331106880314586
194,q$2CJMMCx3lJC5Q,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,69.5932651331343
195,CDG@VGZe$_P2Ozo,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,78.37117932796407
196,vYNsM7fAooq$bLd,20.515710554236072,18.672780959981075,18.929275675156934,88.42000603925284,65.1535644714117
197,n_JXo8WQwxdf99h,23.855310239007505,18.8675914451886,18.929275675156934,80.98873479629513,68.54209085122818
198,L-LQjVS84o_FBjM,20.515710554236072,17.519567124547116,17.603901391767927,88.42000603925284,69.86657399585194
199,mv__InZ3RuQNtYr,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,58.63403144461558
200,SsRSDEeXvn_ny5K,23.673168366957622,18.672780959981075,18.929275675156934,88.42000603925284,41.76357970213805
201,LFxYicdfeq_uT7K,22.523408377994006,18.672780959981075,18.929275675156934,88.42000603925284,41.76357970213805
202,nFudCZ3Kp7n7yL$,21.01107791650327,18.672780959981075,18.929275675156934,88.42000603925284,69.19991149755057
203,gov2tuvECpnYv$w,20.117935805846074,18.672780959981075,18.929275675156934,88.42000603925284,45.89875359289237
204,gx7s$FYAU5MPjYX,24.89429310136781,18.672780959981075,18.929275675156934,88.42000603925284,70.18352110000065
205,XfmESoVLZ!mDus5,22.0609582018215,18.672780959981075,18.929275675156934,88.42000603925284,44.0029744431824
206,s3_OWZ!Kk5!SEGb,20.515710554236072,18.672780959981075,18.929275675156934,88.42000603925284,81.33259249419444
207,I8vd6uqfvn7U@v2,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,75.3684480229037
208,t72dEB-DpFBhM-3,21.994535863657635,18.788817075578287,19.080062738218757,88.42000603925284,65.67912682021992
209,orQ63uRZ@PJTBAE,24.626966287844176,18.672780959981075,18.929275675156934,88.42000603925284,68.8591571353816
210,e7-dusEZuQnjnEz,23.504793042480518,18.672780959981075,18.929275675156934,88.42000603925284,25.695121873819325
211,I5V5tP!p!IgSp5s,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,81.33259249419444
212,B-mPTJkriNvz9e5,21.994535863657635,18.672780959981075,18.929275675156934,88.42000603925284,41.76357970213805
213,xJqBQFt5n_Tga$@,23.3187604061136,18.672780959981075,18.929275675156934,85.15719511863652,62.70640774405387
214,hbR2HtF9U2MiQ_9,22.448824153020468,18.672780959981075,18.929275675156934,88.42000603925284,84.17252572695635
215,l54YBSImnw2u@4B,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,62.70640774405387
216,E5D!qxW3edde_Xw,22.523408377994006,18.672780959981075,18.929275675156934,85.15719511863652,81.17862086192477
217,SB7$kxr4Ux-VK7v,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,81.33259249419444
218,hXFo7WvDGOs-xA-,22.448824153020468,18.788817075578287,19.080062738218757,88.42000603925284,63.915766089674214
219,A@9KPPtJqk2VS3q,23.855310239007505,17.519567124547116,17.603901391767927,88.42000603925284,60.29217874501626
220,o!!xE6bm4rcgF$S,20.515710554236072,17.519567124547116,17.603901391767927,88.42000603925284,80.29368618948864
221,ywMGzF4UKf@HxII,20.117935805846074,18.672780959981075,18.929275675156934,88.42000603925284,64.66951346866738
222,W_7$IhlOgS@E-Cp,21.994535863657635,18.672780959981075,18.929275675156934,88.42000603925284,67.24913109360429
223,Ttuc@qS9RR8!7mD,23.855310239007505,18.672780959981075,18.929275675156934,88.42000603925284,81.33259249419444
224,SQoYja2i_V4znxO,21.09785708664137,18.672780959981075,18.929275675156934,88.42000603925284,64.33327227874203
225,WsK5erKQKS-waAn,19.60723674108387,18.672780959981075,18.929275675156934,88.42000603925284,63.16699817429382
226,bmPk2hZHgsO$tvK,22.523408377994006,17.519567124547116,17.603901391767927,88.42000603925284,65.1535644714117
227,MUgqUwaEh4t!Mll,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,48.935406557860354
228,cK4Mibcz9$8-Cqe,21.621634738401116,18.788817075578287,19.080062738218757,88.42000603925284,73.56209266145534
229,kD-ucgeSN_ysYP3,21.01107791650327,18.788817075578287,19.080062738218757,88.42000603925284,64.33327227874203
230,D64-soVmd-H$rh@,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,71.29721225719499
231,i-JSsM5DZom@4-9,21.01107791650327,18.788817075578287,19.080062738218757,88.42000603925284,74.15322580477438
232,DXT8f-CvteyT6cq,22.0609582018215,17.519567124547116,17.603901391767927,88.42000603925284,67.80683432121822
233,or5lMhlO_p@jfoU,23.855310239007505,18.672780959981075,18.929275675156934,88.42000603925284,70.0218548502295
234,RnKeA8_g4sUA3Dt,22.523408377994006,18.672780959981075,18.929275675156934,88.42000603925284,75.3684480229037
235,Jr!2ImrT-BqTgxO,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,64.48204664014501
236,lcKl!-4UQco!WqW,22.523408377994006,18.788817075578287,19.080062738218757,88.42000603925284,76.2995339261593
237,MYMoTm!zzKF9RE!,21.621634738401116,18.788817075578287,19.080062738218757,88.42000603925284,63.5760759015903
238,SL!84yQLXubkSM!,23.3187604061136,18.672780959981075,18.929275675156934,88.42000603925284,48.4870420019377
239,mweBQDbLjAZH7_S,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,25.695121873819325
240,hQsSndnoRthL_U4,21.621634738401116,18.672780959981075,18.929275675156934,88.42000603925284,25.695121873819325
